,商品id,标题,价格,店铺,品牌,图片,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
722,100074754248,华为nova11 SE前后双高清摄像  一亿像素光影人像 512GB 雪域白 华为鸿蒙智能,1859.0,优选手机京喜直营专区,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/222528/12/32799/61942/655c66c7F6dd76c47/70509412f7a7ca91.jpg.avif,65,5,9,56,1.0,0,1,0,0
723,10095225282794,Hi nova 80 5G  1.6亿像素多主摄  华为  店内有售 墨玉青-80 12+256GB,2299.0,恒源翔手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/210424/2/37059/43734/659b7146F006697c5/63de998a6f17da20.jpg.avif,30,5,30,0,1.0,0,6,0,0
724,10073157344172,	华为 HUAWEI Mate30 二手  麒麟990芯片 5G/4G 全面屏 拍照游戏  翡冷翠 6GB+128GB（4G版）【电池健康100%】 99新,1178.0,缤纷四海二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/224134/2/9964/110711/658a997eFd67e1fbf/6bc365ca13fdfc9a.jpg.avif,500,5,100,200,0.95,6,7,2,4
725,100069292496,华为Mate 60 Pro 旗舰  12GB+512GB 雅丹黑 SY【合约机支持全网用户办理】,7399.0,上海移动京东自营官方旗舰店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/221124/10/37261/71018/653736dbF0c81ecf2/968bcbff1b2297f2.jpg.avif,1000,5,200,1000,0.98,4,6,2,1
726,10095738429966,华为华为 新品 X50 5G  曲面屏幕 屏幕指纹 【华为MATE50pro店内有售】 X50【雨后初晴】 12GB+256GB,2199.0,旭翼数码专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/199109/15/32500/122589/65c0eff6F63d139fd/6de7c8235bf80c6e.jpg.avif,100,5,7,93,0.87,0,0,0,1
727,10094834435695,华为畅享60  冰晶蓝 8+256GB,1049.0,一口茶手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/244552/18/2674/51928/659cbb6aFd964b8c1/9dac6253e57460e9.jpg.avif,14,5,0,14,1.0,0,0,0,0
728,10083052213030,	华为 Mate 30 5G/4G 二手  麒麟990 徕卡影像 华为旗舰 全面屏拍照游戏  亮黑色 8GB+128GB 5G版【严选电池效率100%】 99新,1398.0,叮咚二手手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/232264/21/9836/89673/658a99f3F72a60df9/6dbadc9056f01254.jpg.avif,100,5,30,92,1.0,2,0,0,0
729,10079593653500,	华为 nova11 nova11pro 前置6000万超广角人像 超薄 臻彩 直屏 超薄 二手  11号色【nova11pro】 8GB+256GB 99新,2199.0,汇优机二手手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/151923/8/21766/112379/65da231cFe2aed249/acea42edce5d9aaa.jpg.avif,100,5,30,100,1.0,2,1,0,0
730,10094899108619,华为Mate60 Pro 旗舰  雅丹黑 12GB+1TB【定制版】,7999.0,酷博昊远手机通讯专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/233211/13/3328/68901/65572395F91f41151/c2c3c17050c42345.jpg.avif,100,5,10,100,0.93,1,0,1,0
731,10092416482996,华为 mate60 pro 可选 |  华为 新品鸿蒙生态  华为  畅享70pro【曜金黑8+128GB】 官方标配,1799.0,尚风手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/153982/26/21972/142456/65d17df1F736bee95/a5b7441bb3dfb647.jpg.avif,0,5,0,0,1.0,0,0,0,0
732,10095391105920,Hi nova 80 5G  曲屏设计 1.6亿像素多主摄影像 旗舰 华为  店内有售 墨玉青 12+256GB,2299.0,梦兆手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/236591/25/10651/43734/659f5048F3cf48de1/69a91070abff8bf1.jpg.avif,30,5,30,0,1.0,0,6,0,0
733,100081239097,华为 nova12 鸿蒙智能全网通前置6000万 8GB+256GB 12号色活力版,2349.0,臻选手机京喜专区,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/237027/4/13079/62300/65d6e523Ffbec70b0/0fce4007a1506049.jpg.avif,100,5,30,100,1.0,2,0,0,0
734,10096476617058,华为（HUAWEI）现货销售 华为P40 全新原封 支持鸿蒙系统 店内70可选新款 销售 曜金黑【70】【原厂原封】 全网通8+128GB【原厂原封】,1499.0,雷钻手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/157236/6/37229/82411/65cc595dF165674e9/1feb5259d81c8370.jpg.avif,8,5,2,6,1.0,1,0,0,0
735,10095347374903,Hi nova 90 5G  2亿像素写真相机  华为  店内有售 亮黑色 16GB+512GB,2999.0,雅领手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/231230/18/12790/612807/659e3dbfF3c4d18bd/66a76d4a6ccda2f1.png.avif,30,5,30,0,1.0,0,6,0,0
736,10095980702382,华为 华为nova12 pro 店内有售】5G鸿蒙生态 24期白条 6400万像素 护眼大屏 智选畅享60 pro   曜金黑8+256G 官方标配【蓝牙耳机套装】,1999.0,启航手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/230913/36/12859/478316/65ac851bF29bfe22d/1ee11da985576a96.png.avif,33,5,20,13,1.0,0,2,0,0
737,10090057034749,	华为 HUAWEI nova8 Pro 5G 曲面屏麒麟985芯片 二手  99新成色 亮黑色 8GB+128GB 4G网络,988.0,顺顺智二手商品专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/219175/38/5006/73969/6197bf90E389b6b31/489ec83f13c749b9.jpg.avif,200,5,100,200,0.91,4,2,3,7
738,10070531797386,	华为 HUAWEI P50 P50pro 二手  鸿蒙系统OS2.0 4G全网通 95新  p50E星河蓝 8GB+256GB【99新】,1768.0,汇优机二手手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/175205/34/42122/70410/65da22d6Ffcce4977/9b9ed833ee55b626.jpg.avif,500,5,100,500,0.96,10,3,4,2
739,10081046929621,华为【24期|免息】Matexs2折叠屏 HarmonyOS鸿蒙系统NFC红外【北京可闪送】 雅黑 8G+256G,7288.0,好机汇手机旗舰店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/101802/4/47172/78360/65d99824Fea772b49/c883eec0908f115b.jpg.avif,1000,5,200,500,0.95,20,10,8,1
740,10092407066323,华为畅享70pro  新品  曜金黑 256GB,1699.0,佳沪电商旗舰店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/88152/33/42843/78305/65c32d92F2c24f8ff/c326e2bf18236640.jpg.avif,39,5,10,27,1.0,0,0,0,0
741,10062643175861,	华为（HUAWEI） Mate 50 RS 保时捷设计 二手  北斗卫星消息 国行双卡4G华为  墨蓝瓷 12G+512G 99新,5899.0,发靓机优品二手手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/150532/27/30126/67026/63e9ed81Ff1e95aeb/c40910d5162c4936.jpg.avif,75,5,10,65,1.0,1,0,0,0
742,100066529530,华为/HUAWEI 畅享60pro 全网通  512GB 星河银 ZG,1599.0,中国电信京东自营旗舰店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/233843/32/2970/50796/65541f92Fd6bfbc72/447af820aeea4c2e.jpg.avif,2000,5,300,1000,0.97,10,4,7,2
743,10094526927484,华为Nova12Pro【24期|免息】新品 前置6000万人像追焦双摄NFC鸿蒙智慧通信 12号色256G 官方标配,3999.0,好机汇手机旗舰店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/165654/22/41569/80116/65bda4bfFdb4bb1b7/32b4970c6679da96.jpg.avif,42,5,8,34,1.0,1,0,0,0
744,100057334060,荣耀X50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 5800mAh超耐久大电池 5G  8GB+128GB 雨后初晴,1399.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/105263/22/45829/88210/65d47d88Fc2258b4e/e79bac5aee0b693f.jpg.avif,500000,5,100000,500000,0.97,1400,1100,1600,1100
745,100076783094,荣耀100 单反级主摄 荣耀绿洲护眼屏 第三代骁龙7移动平台 立体声双扬声器 OIS光学防抖 12+256 月影白 5G,2299.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/200329/25/39935/51261/65d40201F2366e91d/432dcddb21d72957.jpg.avif,100000,5,15000,50000,0.97,200,200,100,100
746,100071564720,荣耀Play8T 6000mAh超能长续航 850nit高亮超清显示 5000万像素超清影像 8GB+256GB 流光银 5G,1049.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/172728/32/42809/80995/65d46f66Feb15896f/2375cda81c6e1cd6.jpg.avif,100000,5,9100,50000,0.98,90,70,80,80
747,100080686409,荣耀X50 GT 骁龙8+芯片 苍穹散热系统 灵龙触控引擎 5800mAh电池 1.5K抗摔护眼屏 5G 12+256 幻夜黑,2199.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/236471/39/13200/85424/65d83ff5F6d9473a5/ec72015118c08c15.jpg.avif,50000,5,9100,50000,0.98,100,100,80,80
748,100081538612,荣耀90 GT 第二代骁龙8旗舰芯 超凡帧画引擎 荣耀绿洲护眼屏 5000mAh轻薄长续航 OIS 12+256 星曜黑 5G直屏,2599.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/107747/21/49242/67851/65d47252F86e57801/05bb5199f5a19edf.jpg.avif,50000,5,14000,50000,0.97,200,200,200,100
749,68914230621,华为 HUAWEI 荣耀 V30 PRO(5G) 安卓智能 华为 二手  颜色随机发货 8G+256G,1169.0,爱回收严选官方旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/137217/2/37490/46498/64f81e62F8945f452/4e2b68fd9f59b410.jpg.avif,1000,5,200,500,0.94,10,20,10,5
750,100041082557,荣耀Play6C 5000mAh大电池 高通骁龙5G芯 22.5W超级快充 侧边指纹解锁 6GB+128GB 钛空银,699.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/196090/40/28126/34605/63369ffaE74c3da8b/bf5c8d544d70caad.jpg.avif,100000,5,16000,100000,0.98,100,90,100,100
751,10079848719766,荣耀X50 5G  雨后初晴 8GB+128GB,1299.0,京联通达旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/148008/14/37594/170492/65c4597bFfd75abaf/b9f66fe185d6fcea.jpg.avif,5000,5,900,5000,0.99,10,8,1,3
752,100057426724,荣耀畅玩40 5G  5200mAh大电池 90Hz高清护眼大屏 6G+128GB 幻夜黑 碎屏险套装,779.0,优选手机京喜直营专区,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/95526/12/39950/125018/652ca167F682f5f22/d45950ebd86387ce.jpg.avif,10000,5,1400,5000,0.98,10,10,10,7
753,100052170709,荣耀畅玩20 5000mAh超大电池续航 6.5英寸大屏 莱茵护眼 4GB+64GB 全网通 幻夜黑,539.0,智能手机京喜直营专区,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/117381/37/42742/72338/654fa11fF817af777/91c49e5494ccb54d.jpg.avif,20000,5,3700,20000,0.96,60,30,70,40
754,100037437645,荣耀X40 120Hz OLED硬核曲屏 5100mAh 快充大电池 7.9mm轻薄设计 5G  8GB+128GB 彩云追月,1094.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/7169/20/17985/33829/63241b3aE7dcfd261/efb35507276509cd.jpg.avif,200000,5,61000,200000,0.97,700,500,700,600
755,10081504249084,荣耀 V30 PRO(5G) 安卓智能 二手  颜色随机发货 8G+128G,779.0,爱回收严选手机旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/190641/9/41248/43285/65308b79Fd2371873/09b7858e7be9931a.jpg.avif,77,4,8,67,0.8,0,0,1,1
756,100080153863,荣耀Magic6 单反级荣耀鹰眼相机 荣耀巨犀玻璃 第二代青海湖电池 12GB+256GB 海湖青 5G AI,4399.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/80534/2/25809/90966/65d4842dF2b82a4a8/fa1747ae6909c64a.jpg.avif,20000,5,8100,20000,0.98,200,200,80,60
757,100077383114,荣耀100 Pro 单反级主摄 荣耀绿洲护眼屏 第二代骁龙8旗舰芯片 立体声双扬声器 OIS 12+256 月影白 5G,3399.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/174207/36/38489/52714/65d4737aFfbf3160d/e8f31d2d11fed4de.jpg.avif,50000,5,13000,50000,0.97,200,200,100,100
758,100068627153,荣耀X40 GT竞速版 骁龙888冷酷旗舰芯 满血66W快充 超大内存 5G  12GB+256GB 幻夜黑,1799.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/231076/28/14283/69849/65d4816dF8a4c0806/27ddc0aa23b7de38.jpg.avif,50000,5,11000,50000,0.97,200,100,200,100
759,10094449004855,	荣耀X50GT 新品5G   荣耀 幻夜黑 12GB+256GB,1999.0,荣耀礼象专卖店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/246298/19/4193/130934/65d2aba2F7e816ecb/c2c93c36e27930f6.jpg.avif,2000,5,900,2000,0.99,30,50,2,2
760,100086270278,荣耀Magic6 Pro 荣耀鸿燕通讯 单反级荣耀鹰眼相机 荣耀巨犀玻璃 16GB+512GB 海湖青 5G AI,6199.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/99282/30/35499/92373/65d48680F32fd2dce/b191dde95d3e38b2.jpg.avif,20000,5,8600,20000,0.97,200,300,100,70
761,10089261285057,	荣耀100 新品5G   荣耀90升级版 月影白 12+256G全网通【碎屏险+2年延保】,2499.0,炜东电商旗舰店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/162061/14/42595/133970/65da9271F604014ca/37592bef295388ac.jpg.avif,2000,5,400,1000,0.99,20,20,2,0
762,10079876373175,荣耀x50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 新品5G 荣耀x40升级版 典雅黑 8+128GB 官方标配,1299.0,京东电竞手机官方旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/238954/33/4948/104667/65d2e4b3F9aef3a94/9d146225812da2de.jpg.avif,20000,5,4900,20000,0.97,100,60,70,40
763,100052541468,荣耀90 2亿像素超清相机 零风险调光护眼屏 5000mAh轻薄长续航 12GB+256GB 冰羽蓝 5G,1949.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/219922/26/37358/103060/65d47012F34c8b6bd/f25af5569db5fe1a.jpg.avif,200000,5,56000,200000,0.96,1000,600,1200,800
764,100078645786,荣耀100 单反级写真相机 荣耀绿洲护眼屏 第三代骁龙7移动平台 16GB+256GB 月影白 5G,2799.0,京东手机自营旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/224251/24/7289/60992/6577f9eaF70c91826/c521e6d558bc17ca.jpg.avif,2000,5,500,2000,0.96,3,7,10,9
765,100048301996,荣耀Play7T  6000毫安长续航 6.74英寸高刷护眼屏 5G 全网通 8GB+128GB 钛空银,869.0,京东手机自营旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/186826/32/34409/48721/64376c5aF5de9795c/8ad8162131e8792a.jpg.avif,20000,5,3100,10000,0.98,40,10,30,10
766,10087796355668,荣耀x50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 5800mAh超耐久大电池 5G 荣耀 雨后初晴 8+256GB 官方标配,1449.0,荣耀优选专卖店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/151086/12/41632/102400/65d2e4f1Ffe624d7f/f7a1358bc007aa85.jpg.avif,5000,5,2300,2000,0.99,40,10,10,7
767,100011493273,荣耀Play5T 22.5W超级快充 5000mAh大电池 6.5英寸护眼屏 全网通8GB+128GB极光蓝,749.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/201578/31/15673/77560/619479ceEd1bde507/c0dab826b71e0b84.jpg.avif,1000000,5,170000,500000,0.96,3300,1500,3300,2600
768,100013228015,荣耀 Magic3 骁龙888 6.76英寸超曲屏 多主摄计算摄影 66W超级快充 4600mAh大电池 全网通版 8GB+256GB釉白色,2099.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/184048/6/18856/123055/6113a39bEb4ae6c91/7d8abf360dab2621.jpg.avif,50000,5,19000,50000,0.94,1100,700,500,400
769,100047612082,荣耀Play7T 6000mAh 长续航 8.27mm轻薄机身 6.74英寸高刷护眼屏 5G  8GB+128GB 幻夜黑,899.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/46871/34/22938/27387/642168c0Fba9188bc/739f2f791a5624d3.jpg.avif,200000,5,31000,100000,0.98,300,100,200,100
770,100020974908,荣耀畅玩20 5000mAh超大电池续航 6.5英寸大屏  莱茵护眼 4GB+128GB 幻夜黑 双卡双待 全网通,699.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/161014/2/20478/140699/6082904aEc60ee1d7/2fa0342ba547cfac.jpg.avif,1000000,5,190000,1000000,0.97,3000,1600,2300,1900
771,100045099796,荣耀Magic5 第二代骁龙8旗舰芯片 荣耀鹰眼相机 5100mAh电池 191g轻薄机身 5G  12GB+256GB 亮黑色,3799.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/198414/6/31354/66196/63fc2cb9F3cf609f2/3fe244540c7a242e.jpg.avif,100000,5,21000,50000,0.97,600,300,300,200
772,100048276101,荣耀80 1.6亿像素超清主摄 AI Vlog视频大师 全新Magic OS 7.0系统 5G  8GB+256GB 亮黑色,1645.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/238266/5/351/51352/6534fcd8F22e11a29/5f8c6ef1d210f8fc.jpg.avif,200000,5,64000,200000,0.96,1100,600,1200,800
773,100071334131,荣耀畅玩50 plus 超长续航 双倍大音量 流光银 12G+256GB,1299.0,京东手机自营旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/35849/34/21346/52737/65a784d5Fb1430dc4/9d14782efeb880d8.jpg.avif,2000,5,200,2000,0.97,3,2,2,4
774,100075190175,荣耀x50i+ 5G   荣耀 墨玉青 12+512GB全网通【合约机 支持全网用户办理】SH,1599.0,上海移动京东自营官方旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/249292/10/3934/97301/65b769a5Fd36bff90/d6af723e7fda33fd.jpg.avif,100,5,10,100,1.0,0,1,0,0
775,10091932314092,	荣耀x50 新品5G   荣耀 x40升级版 典雅黑 8G+128G,1299.0,荣耀礼象专卖店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/229320/27/13221/143690/65d2d099Fa17bd6d3/12ab4e2371af9c8e.jpg.avif,200,5,40,200,0.98,0,1,0,1
776,10076651802445,荣耀90  2亿像素写真相机 零风险调光护眼屏 5000mAh轻薄长续航 亮黑色 12+256GB,2499.0,荣耀官方旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/233061/35/12764/90361/65d47ef5F72027b15/49aec96db95017ae.jpg.avif,5000,5,900,5000,0.96,10,6,10,10
777,10089263295546,	荣耀90gt 90GT 新品5G游戏   荣耀 星曜黑 12+256G全网通【90天碎屏保】,2699.0,荣耀惠选专卖店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/177092/25/42791/607660/65da97f6Ff319e6aa/968290f7bb7721ee.png.avif,500,5,100,200,0.98,6,7,0,2
778,10089262721539,	荣耀100 新品5G   荣耀 月影白 12+256GB全网通【90天碎屏险】,2499.0,荣耀惠选专卖店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/194980/11/35857/110487/65d83c57Fb8a1a74e/1cace950828b68f2.jpg.avif,1000,5,200,500,0.97,9,10,6,0
779,10079875535447,荣耀X50  1.5K超清护眼硬核曲屏 第一代骁龙6芯片 5800mAh超耐久大电池 雨后初晴 8G+128GB,1399.0,荣耀官方旗舰店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/155825/18/41011/93738/65d47d9bF0faa7edf/afb9ca451db725b9.jpg.avif,5000,5,800,5000,0.96,10,10,10,10
780,100071501983,荣耀畅玩50 Plus 12GB+256GB超大双存 6000mAh超长续航 双倍大音量立体声 幻夜黑 5G,1239.0,京东通信自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/189751/34/42196/63925/6555e298F2438d8b9/a57ffa431f6798ef.jpg.avif,500,5,90,200,1.0,1,2,0,0
781,10062406605134,	荣耀x40 新品5G   荣耀 全网通 彩云追月 8+256GB,1160.0,炜东电商旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/34946/23/17566/44946/6322ec9cE85fef3a7/aa5f9c2aeb59105c.png.avif,2000,5,800,2000,0.97,20,10,10,3
782,100053093138,荣耀90 Pro 2亿像素写真相机 零风险调光护眼屏 5000mAh轻薄长续航 12GB+256GB 冰羽蓝 5G,2899.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/165681/14/42318/103546/65d4713aF58c61250/fe17d5651eabead4.jpg.avif,100000,5,27000,100000,0.97,500,300,300,300
783,10088500202644,荣耀Play8T  5G新品  流光银 12GB+256GB,1189.0,博恒聚优旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/229239/37/1135/54019/653f4498F51ce471d/19f24cfaa83c5dbb.jpg.avif,500,5,100,500,0.97,0,1,2,1
784,10092536304700,荣耀80 Pro 骁龙8+旗舰芯片 AI Vlog视频大师 1.6亿像素超清主摄 新品5G 荣耀 亮黑色【荣耀80se】 8GB+256GB,1359.0,赋一手机专营店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/227438/11/5046/47697/656748d7Fb5565523/f7749312b0b3f45d.jpg.avif,42,4,4,36,0.66,0,0,1,1
785,10094573550925,	荣耀X50 GT 骁龙8+芯片 满帧战神 新品5G  幻夜黑 12GB+256GB【90天碎屏险+一年延保】,2199.0,荣耀国信专卖店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/180205/22/42917/116280/65d3fe67F8817451d/761f45f2c41c5367.jpg.avif,76,5,10,60,1.0,0,1,0,0
786,10090105938431,	荣耀x50i+ 新品5G   荣耀 云水蓝 12+256GB全网通,1599.0,炜东电商旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/109070/12/43304/605259/65d55460Fc14419e9/41341077379b4673.png.avif,500,5,100,500,0.97,4,6,3,0
787,10079870429952,荣耀X50 5G  燃橙色 8GB+128GB,1299.0,荣耀甄选专卖店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/167615/23/42069/149640/65d5b5f9F5993df64/4a01605ac76da6d8.jpg.avif,2000,5,700,2000,0.98,10,6,7,5
788,10093670226647,	荣耀90GT 新品5G   荣耀 80GT升级版 GT蓝 12GB+256GB【碎屏险+两年延保】,2599.0,荣耀礼象专卖店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/217938/20/37583/174784/65d2abc5Fc644e815/b257e8d2006b4148.jpg.avif,2000,5,1900,2000,0.99,80,100,8,4
789,10088632947298,荣耀 荣耀Magic6 pro店内可选】24期【免息】新品X50 5G  曲屏 屏幕指纹 1亿像素 勃朗蓝16+512G 官方标配,2199.0,朋趣手机专营店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/172596/3/42096/127555/65d498a5F6f35b575/d2184fb4ecf82e96.jpg.avif,1000,5,400,500,0.99,10,40,1,0
790,10092189298178,荣耀（HONOR）Magic5 第二代骁龙8旗舰芯片 5100mAh电池 5G  Magic3【釉白色】 8GB+256GB,1988.0,天行健手机专营店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/229216/24/3808/159443/65617aaaF89dee609/b20e463674a29169.png.avif,0,5,0,0,1.0,0,0,0,0
791,10088838370371,【现货速发】荣耀80 新品5G   荣耀 墨玉青 12GB+256GB【官方标配】,1750.0,荣耀为盛专卖店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/9256/33/25536/49413/65323b84Fc68e9815/6681c1369f85211d.jpg.avif,27,5,7,20,1.0,0,0,0,0
792,100044988859,荣耀畅玩40 Plus 5000万超清影像 6000mAh大电池 侧边指纹解锁 5G  6GB+128GB 钛空银,799.0,京东手机自营旗舰店,荣耀（HONOR）,//img14.360buyimg.com/n7/jfs/t1/118429/22/34811/50304/643798d0Fe66967e0/4c995c185ea20f48.jpg.avif,10000,5,1400,5000,0.97,10,10,10,10
793,100074629866,荣耀X50i+ 一亿像素超清记录 零风险调光OLED护眼屏 20GB(12+8)等效运存 12GB+512GB 幻夜黑 5G,1799.0,荣耀京东自营旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/91850/23/30109/52664/654c9bc7F34dbc6d8/deddfe80967d6a15.jpg.avif,2000,5,400,2000,0.95,10,4,9,10
